sequence,hash,date,type,release,capabilities,subject_capabilities,references,files,insertions,deletions,subject
132,0b1007e0415b813cbfd064ba6bc941082c4387d1,2026-02-14T09:18:04-05:00,refactor,no,terminal;drones;workers;testing_quality,testing_quality,,6,66,61,"refactor: Phase 1 quick wins — constants, enum values, to_api_dict, state metadata"
133,03249b9b190c40c3f4a9b5e4244bfd2abc2169ed,2026-02-14T09:21:17-05:00,refactor,no,drones;workers;settings;testing_quality,testing_quality,,6,76,39,refactor: Phase 2 pilot encapsulation — public methods replace private access
134,10b539823fdeaf30be228b1a9ab8b731effa467c,2026-02-14T09:29:09-05:00,refactor,no,tasks;queen;drones;messaging;testing_quality,tasks;queen;testing_quality,,1,145,122,refactor: strategy pattern for Queen directive dispatch
135,5950daa521d0e0dc8177f53eff882b16b7a1df07,2026-02-14T09:29:16-05:00,refactor,no,messaging;testing_quality,messaging;testing_quality,,2,48,38,refactor: DRY improvements for WS broadcasts and inflight tracking
136,9e033e72ef731138f51d1155ca8e89d9f559773e,2026-02-14T09:37:14-05:00,refactor,no,resources;settings;deploy_release;testing_quality,settings;testing_quality,,5,356,283,refactor: extract ConfigManager from SwarmDaemon
137,8365dbe9df6198c3be7588b1c643d91313c41e91,2026-02-14T10:17:58-05:00,refactor,no,terminal;workers;settings;testing_quality,workers;testing_quality,,6,361,242,refactor: extract WorkerService from SwarmDaemon
138,9655d159d09b92e60e85c5a9db09640c1ae1f039,2026-02-14T10:43:03-05:00,test,no,terminal;testing_quality,testing_quality,,2,997,10,test: expand CLI coverage to 76% and add web/app.py utility tests
139,48301c67815d708f2f6bbe83423b38bed9421d29,2026-02-14T11:26:45-05:00,feat,no,queen;worker_state;workers;resources;settings;ui_ux;testing_quality,,,35,1544,0,feat: add Cloudflare Tunnel for remote HTTPS access with QR code
140,624c920544bff2bc18beac19cedd3f37caed1a30,2026-02-14T11:47:37-05:00,refactor,no,terminal;tasks;drones;settings;providers;testing_quality,testing_quality,,9,244,172,"refactor: design principles audit — DRY, async safety, thin handlers, DIP"
141,cfcb8a7423e925b650b26565c55c4db660caff1f,2026-02-14T12:02:03-05:00,fix,no,queen;drones;testing_quality,queen,,2,136,1,fix: clean up pilot loop shutdown logs and handle Queen 'wait' directive
142,b9bd73c5d1e4fbe3f8eeb6717f678fee9d6d76fd,2026-02-14T12:45:25-05:00,fix,no,terminal;tasks;drones;settings;testing_quality,terminal;tasks;drones,,11,188,102,fix: prevent drones auto-disabling on empty task board + audit remediations
143,c518f3c7cb0089bee88bcb482a7fedf8f4e49183,2026-02-14T13:24:04-05:00,fix,no,tasks;drones;security_auth;testing_quality,tasks;drones;security_auth,,5,57,39,fix: prevent drones auto-disabling on stale task completions + revert CSP
144,bfff973be612c3a78f60796e097125afab5542e3,2026-02-14T13:27:12-05:00,fix,no,tasks;drones;workers;settings,,,1,1,1,fix: default auto_stop_on_complete to false
145,d2c0fad3157937ae2568dd5b1b32bdf2beb89392,2026-02-14T14:13:58-05:00,feat,no,tasks;queen;drones;workers;settings;providers;ui_ux;testing_quality,queen;testing_quality,,28,1651,35,feat: add test mode for supervised orchestration testing
146,d135d79a57a0b1f30ecc18c0a811b7674e055d6e,2026-02-14T19:25:09-05:00,fix,no,drones;settings;testing_quality,testing_quality,,2,18,6,fix: prevent tests from overwriting real swarm.yaml
147,d6b37949917cf3dd3e9e021441bcb6eff81bd83b,2026-02-14T20:03:54-05:00,fix,no,tasks;queen;drones;ui_ux;testing_quality,tasks;drones;testing_quality,,12,749,31,fix: resolve test-mode auto-assign failures and improve drone decision pipeline
148,75e52b98b864d27cb639189c446c9bd14efbb50f,2026-02-14T21:20:07-05:00,fix,no,drones;settings;testing_quality,testing_quality,,11,415,14,fix: resolve 4 test-mode issues from swarm wui --test run
149,ba0290cf0310ede0ad5ecdd12160ea40433cb4fc,2026-02-14T21:22:28-05:00,fix,no,terminal;testing_quality,terminal;testing_quality,,1,3,2,fix: mock send_enter in test_daemon to prevent CI tmux failure
150,fb0fa902d2e36ecef8561a478d3a70e55f45c5be,2026-02-15T00:02:14-05:00,feat,no,queen;drones;resources;testing_quality,queen;drones,,9,384,27,"feat: add Queen decision logging, structured metadata, and granular drone action types"
151,c0973f6aaa4e6f5bf23588dff7da50642166f070,2026-02-15T10:17:12-05:00,fix,no,terminal;queen;drones;recovery,,,5,42,4,fix: handle CancelledError and BrokenPipeError for overnight stability
152,3521c2d8e731615eb101c1a8061830debf690374,2026-02-15T11:00:40-05:00,fix,no,drones;workers;mobile_pwa;ui_ux;testing_quality,mobile_pwa;ui_ux,,14,561,87,"fix: cross-session analysis fixes, dashboard filters, operator category, and mobile UI"
153,5d5c498f9304cfa6c94f05320ffb50822cba61f0,2026-02-15T11:53:06-05:00,fix,no,ui_ux,,,2,39,16,fix: buzz log scroll-to-top + rename wui to start with bare-target routing
154,7e48e10bc1f220335f4e3bda632443534bc750e2,2026-02-15T12:39:48-05:00,feat,no,queen;drones;testing_quality,testing_quality,,6,696,22,"feat: test mode improvements — suppress coordination noise, richer reports, broader safe patterns"
155,4419d1855458b03446a2ef783e4fed2e3a1116c5,2026-02-15T13:45:18-05:00,fix,no,drones;settings;testing_quality,drones;testing_quality,,4,63,14,"fix: test mode report bugs, state-aware polling, confidence auto-approve"
156,f99c4f8d1d60bf59b5a0e56eec23e37c818aed82,2026-02-15T16:46:06-05:00,fix,no,queen;drones;ui_ux;testing_quality,ui_ux,,5,103,58,"fix: coordination spam, proposals UX, confidence calibration, modal auto-dismiss"
157,400cbb10f4aa2e0806a79369c3f17219faaada4b,2026-02-15T18:09:09-05:00,fix,no,queen;drones;ui_ux;testing_quality,queen;ui_ux;testing_quality,,6,87,46,"fix: test mode modal auto-dismiss, queen dismiss on approval, View button, Read safe pattern"
158,8fab00b1b7cad2604575bb3b9b4f99416b5d92d8,2026-02-15T18:46:17-05:00,feat,no,workers;settings;providers;testing_quality,testing_quality,,6,608,15,feat: add `swarm test` CLI command with dedicated port and auto-shutdown
159,845155e99d252699ad8ff04487ca96ca4b22493e,2026-02-15T19:21:50-05:00,feat,no,worker_state;settings;ui_ux;testing_quality,settings;ui_ux;testing_quality,,3,61,3,feat: wire test config into dashboard UI and config manager
160,49f0a65db549ecabe635aa0e8ea9c4f4ee340b6b,2026-02-15T20:23:41-05:00,fix,no,tasks;queen;drones;testing_quality,tasks;queen;testing_quality,,4,92,2,fix: duplicate test tasks and Queen cooldown blocking task assignment
161,d3ccd373914d71be9124163b9714c6f4d57c99f3,2026-02-15T20:27:39-05:00,fix,no,worker_state;workers;testing_quality,worker_state,,2,83,14,fix: widen state detection windows to prevent RESTING misclassification
162,b49415079730af105eed46d21bb9fc07a0679bd7,2026-02-15T20:50:15-05:00,fix,no,workers;providers;testing_quality,providers,,5,81,22,fix: debounce STUNG detection to prevent spurious claude --continue
163,c09a25e31a95efc72644ae28883d3e50b1687e0f,2026-02-15T21:11:36-05:00,feat,no,terminal;queen;drones;workers;resources;testing_quality,queen;drones;workers;resources,,3,232,5,feat: suppress drone/Queen actions for zoomed worker panes
164,b97a75caa5c875bd75efb4b16049cb6db9850d42,2026-02-15T22:40:50-05:00,feat,no,terminal;worker_state;testing_quality,,,2,130,0,feat: add `swarm check-states` diagnostic command
165,0d6ffb099cdbd94de1c1bf07e2dce06c487ee444,2026-02-16T08:46:42-05:00,fix,no,terminal;ui_ux;testing_quality,terminal,,4,57,0,fix: prevent mouse-drag clipboard overwrite in swarm tmux sessions
166,eb4f1cdbc4a5c35a12c8e5d5348dc1aa99ab94c1,2026-02-16T12:31:04-05:00,docs,no,settings;providers;testing_quality,settings;providers,,5,60,15,"docs: sync README, CLAUDE.md, and docstrings with current CLI and config"
167,d873eba1eb841aae1cdab511cdf98cf03c7d57e4,2026-02-16T14:12:41-05:00,fix,no,terminal;workers;mobile_pwa;ui_ux,terminal;workers;mobile_pwa;ui_ux,,2,81,8,"fix: mobile dashboard UX — touch resize, send bar, horizontal worker pills"
168,1265fed541d035427a6cffeb7043936388b547f3,2026-02-16T16:25:09-05:00,fix,no,terminal;tasks;queen;drones;mobile_pwa;settings;ui_ux;testing_quality,terminal;tasks;drones;mobile_pwa;ui_ux,,15,207,53,"fix: drone detection tuning, tmux copy workflow, mobile dashboard resize"
169,e619bec0d0c466d29dfbb51996c96d13ea917bad,2026-02-16T16:43:04-05:00,fix,no,workers;recovery;resources;ui_ux,workers;recovery;resources,,1,5,1,fix: persist selected worker pane ID so zoom survives tunnel reconnect
170,f7c55d9093021f301501ec7c2c518d73aa1f2879,2026-02-16T16:51:04-05:00,feat,no,queen;ui_ux,queen,,1,10,5,feat: vibrate phone on Queen proposals and escalations
171,16ee4c97fb00c8846370d5a66ce471df73a736e3,2026-02-16T21:20:05-05:00,feat,no,queen;workers;security_auth;settings;ui_ux;testing_quality,queen;workers;security_auth,,12,611,14,feat: add token usage tracking with per-worker and queen cost breakdown
172,feecd10c33c2803a5b235ae9caeab91ffd84a31d,2026-02-17T10:08:56-05:00,feat,no,terminal;settings;ui_ux,settings,,2,28,3,feat: make Ctrl-H toggle copy-mode so Ctrl-C stays free for interrupts
173,1fd7ffaa453dba446022d6ad1c76cba5941e9a7a,2026-02-17T13:20:14-05:00,feat,no,queen;drones;worker_state;workers;testing_quality,queen;drones,,9,157,26,"feat: tune drone/queen decision quality — confidence clamp, hysteresis, focus polling"
174,730ebc88a6ed5c1efbf057addf7638fd15484e23,2026-02-17T13:41:23-05:00,docs,no,settings;deploy_release,deploy_release,,1,11,7,docs: simplify installation for end users and add updating section
175,7a15541583bac0298e761a8ccd4372586906070c,2026-02-17T13:54:21-05:00,fix,no,workers;mobile_pwa;ui_ux,workers;mobile_pwa,,1,34,2,fix: prevent keyboard popup on mobile worker select and enable touch scrolling
176,193eec323546a194c6bbfb9ca9a9afbbd6196afd,2026-02-17T14:12:04-05:00,fix,no,terminal;mobile_pwa;ui_ux,terminal;mobile_pwa,,1,28,12,fix: enable touch scrolling in mobile terminal via synthetic wheel events
177,102829190fc0aad875d430444d695f316ba5182a,2026-02-17T14:17:12-05:00,fix,no,terminal;ui_ux,terminal,,1,16,17,fix: send mouse-wheel escape sequences directly to tmux for touch scroll
178,73a4c0511f1425e4919999534b89973e8be0d901,2026-02-17T14:24:02-05:00,fix,no,terminal;ui_ux,terminal,,1,31,17,"fix: use two-finger scroll for tmux terminal, one finger scrolls page"
179,65fcc301726c95a76f1be3611ab2c66d757d1f64,2026-02-17T14:38:43-05:00,fix,no,terminal;mobile_pwa;ui_ux,terminal;mobile_pwa,,2,54,30,fix: use tmux copy-mode commands for mobile terminal scroll
180,117a621fa86a57c3a8b3ed0221c989510c98e399,2026-02-17T14:54:27-05:00,fix,no,terminal;ui_ux,,,2,56,19,fix: auto-exit copy-mode after scroll and reduce complexity
181,d7ef6ff81a18ba60c0522f1b49af4a133557c606,2026-02-17T15:03:07-05:00,feat,no,terminal;mobile_pwa;ui_ux,terminal;mobile_pwa,,2,151,61,feat: fullscreen terminal button for mobile scrollback
182,fe48aeb089e1d8a6882c7836f2b6151cbf6af1cb,2026-02-17T15:23:12-05:00,fix,no,terminal;ui_ux,terminal,,2,31,70,"fix: reuse existing terminal in fullscreen, fix scroll direction and speed"
183,8b69b066bce6ac7976b104fc7ede48a540662bd5,2026-02-17T16:45:31-05:00,perf,no,queen;drones;worker_state;workers;security_auth;settings;ui_ux;testing_quality,queen;worker_state;workers;security_auth;ui_ux,,11,490,31,"perf: reduce Queen token usage, throttle sleeping workers, replace modal popups with banners"
184,9d79511a7088757cab962375ca36906cfac6e94f,2026-02-17T17:18:05-05:00,fix,no,resources;ui_ux,resources,,1,18,2,fix: image drag-and-drop broken — wrong upload URL and missing page-level drop handler
185,0244460ad0f4b78806899678f0c2a88478e7af8f,2026-02-17T17:43:03-05:00,fix,no,security_auth;resources;ui_ux,resources,,1,5,2,fix: prevent duplicate uploads on drag-and-drop and fix 403 on image upload
186,233f17c3fd6bd238584daecffe044ef98df8d78c,2026-02-17T17:43:55-05:00,fix,no,terminal;queen;mobile_pwa,terminal;queen;mobile_pwa,,1,3,3,fix: queen notification banners overlap terminal content
187,70fd5749824eae81cedd5bafbf9d17043240d7d8,2026-02-17T21:18:58-05:00,fix,no,terminal;ui_ux,terminal,,1,22,0,fix: Ctrl+C copies selected text to clipboard in terminal
188,9b87c6a5e22038c913a0ab1915c2a895402f5296,2026-02-17T21:38:58-05:00,feat,no,terminal;resources;ui_ux,terminal,,1,8,0,feat: add xterm ClipboardAddon for tmux copy-mode clipboard support
189,481c0851e922129a96b7b5d16ed1ed6048a16317,2026-02-17T21:42:39-05:00,debug,no,resources;ui_ux,,,1,17,1,debug: add console logging for clipboard/OSC 52 troubleshooting
190,d7762b4b8934d43514657064e3efd0172af1f378,2026-02-17T21:44:32-05:00,debug,no,security_auth;resources;providers;ui_ux,resources,,1,7,2,"debug: more clipboard addon diagnostics — load check, export shape, onerror"
191,a38457bab906cce55b77037d467b89e8da3091f5,2026-02-17T21:47:02-05:00,fix,no,providers;ui_ux,providers,,1,6,10,fix: pass BrowserClipboardProvider to ClipboardAddon explicitly
192,9f3554012f65582919a47470fca58b77ca01b43a,2026-02-17T21:52:41-05:00,fix,no,terminal;ui_ux,terminal,,2,66,7,fix: clipboard copy from tmux copy-mode via server-side buffer read
193,77125ad1f4dad02d3a0baeb5bdf042acdec0efb8,2026-02-17T21:55:48-05:00,chore,no,security_auth;providers;ui_ux,,,1,5,19,chore: remove clipboard debug logging
194,10fe623ea323a114c8cfbe815cd50003df694c37,2026-02-18T08:01:31-05:00,fix,no,drones;worker_state;workers;testing_quality,,,6,165,8,fix: detect 'accept edits' prompt as WAITING and auto-accept
195,d2f57ad7a476f94c29b7a25fa2031c1576462dd6,2026-02-18T09:18:43-05:00,fix,no,tasks;queen;settings;providers;ui_ux;testing_quality,tasks;settings;ui_ux,,5,51,94,fix: show completion modal with draft option on task done
196,d927d709bc003233e2db19dcf221f8b115e58e51,2026-02-18T10:02:54-05:00,fix,no,tasks;mobile_pwa;ui_ux,tasks;mobile_pwa;ui_ux,,3,1,1,fix: center bee icon vertically in PWA taskbar icons
197,fb04d50ccc14b053dabf24ee23bb397a9c7f0ad8,2026-02-18T11:00:38-05:00,fix,no,tasks;mobile_pwa;deploy_release;ui_ux,tasks;mobile_pwa;ui_ux,,6,5,8,"fix: PWA taskbar icon — use happy bee with dark background, full-bleed"
198,2045d6c70b59a57ec25b26f4759ac13d2204fcaa,2026-02-18T11:12:24-05:00,chore,no,workers;providers;deploy_release,workers;providers,,2,0,136,chore: remove check and commit skills (moved to global ~/.claude/commands/)
199,d9868ad1981b9dfad18a0667da7dd801d359f163,2026-02-18T11:30:32-05:00,style,no,worker_state;workers;settings;ui_ux,worker_state;ui_ux,,4,7,6,style: differentiate RESTING vs SLEEPING visual states on dashboard
200,857b3f51e3d095947108967b9d6f65bd42df337f,2026-02-18T12:48:40-05:00,perf,no,terminal;drones;workers;resources;testing_quality,terminal;drones,,5,388,154,perf(drones): batch tmux calls and skip redundant poll work
201,6ff1f49bf4ade873ff57349cf879e4d79dfbb59d,2026-02-18T14:07:06-05:00,perf,no,drones;worker_state;workers;messaging;testing_quality,drones;worker_state;workers;messaging,,5,383,19,perf(drones): suspend sleeping workers and debounce state broadcasts
202,2a456653bab20d3b5a770edccf3a9d5e53c15759,2026-02-18T14:57:28-05:00,feat,no,settings;deploy_release;ui_ux;testing_quality,deploy_release,,8,770,14,feat(update): add GitHub-based update detection and install
203,89ba27080154396910f3e03da7f62903acd484d6,2026-02-18T15:16:58-05:00,feat,no,tasks;settings;deploy_release,settings;deploy_release,,4,60,4,feat(version): add calver auto-bump CI and fix config update button
204,b9d278c7877afbfedb11f627b32cfeb0a48cab70,2026-02-18T15:28:20-05:00,fix,no,terminal;queen;worker_state;mobile_pwa;ui_ux,mobile_pwa;ui_ux,,8,12,10,fix(notifications): use PNG icons for browser notifications
205,1a09ac3d0c5bb827b47bc0b383c316dba6278028,2026-02-18T20:33:53Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.18.2 [skip ci]
206,fa480671a94174ed893a2ad3d400b1a269ab2a13,2026-02-18T16:14:03-05:00,feat,no,mobile_pwa;settings;testing_quality,mobile_pwa;settings;testing_quality,,1,176,3,feat(config): add test buttons for toasts and desktop notifications
207,9812db1297b60b63cf430301eb17477592f71f80,2026-02-18T21:15:06Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.18.3 [skip ci]
208,0299d12c4bf786f2af82bc8ce27e1dfb809b36bc,2026-02-18T16:55:15-05:00,fix,no,mobile_pwa;ui_ux;testing_quality,mobile_pwa;ui_ux,,2,217,12,fix(notifications): add icon to WSL toast and Linux notify-send
209,1d596e4d4b823df59bb88833d15d3e7da0da2325,2026-02-18T21:55:46Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.18.4 [skip ci]
210,ad065ed239d63da0df1a05c80ccedae74e539c1f,2026-02-18T17:04:31-05:00,perf,no,terminal;drones;deploy_release;testing_quality,terminal;deploy_release,,5,104,31,perf(tmux): reuse batch_pane_info snapshot in update_window_names
211,98e410971a08b9d2fbc99aa8f18cdaafc7c21dbc,2026-02-18T22:04:45Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.18.5 [skip ci]
212,37ea69aa49c660782308e7774091581ac24ad3cf,2026-02-18T19:01:20-05:00,feat,no,tasks;queen;ui_ux;testing_quality,tasks;queen,,9,834,141,feat(queen): add call queue with concurrency control
213,3024a75694e749949529200a8c9f88fc67e270f5,2026-02-18T19:01:32-05:00,fix,no,settings;testing_quality,settings;testing_quality,,6,448,80,fix(config): always include test section in serialized config
214,360673db0423c538cc749255e06e45c0ea015f29,2026-02-19T00:03:07Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.19 [skip ci]
215,1b00d9045087b83e8e4ee5e404ed3aed04d42520,2026-02-18T19:40:17-05:00,fix,no,queen;ui_ux,queen;ui_ux,,1,5,2,fix(dashboard): don't hijack paste events in queen ask input
216,5a0088f93e06ddee3112fa223ecf952c75016bc7,2026-02-19T00:40:29Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.19.2 [skip ci]
217,a3d5a7f586b3a6778244d239f514ed4ae104e56c,2026-02-18T20:20:27-05:00,docs,no,deploy_release,deploy_release,,1,15,3,docs(readme): update for swarm init improvements and swarm update
218,145361e329094cac023f1bdb9fd8adaa8b71090d,2026-02-19T01:20:39Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.19.3 [skip ci]
219,c8b8f3204584fe39874fced881a3736f8ac88bbc,2026-02-19T10:20:25-05:00,fix,no,queen;providers,queen,,1,11,1,fix(queen): isolate Queen sessions from project directory
220,800a7952bd7ba824491ee82428540aafb7fbc812,2026-02-19T15:22:47Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.19.4 [skip ci]
221,1ada4ef213f538b9988a04dcc5079c9c244f1092,2026-02-19T10:39:00-05:00,fix,no,settings;deploy_release;dev_mode;testing_quality,settings;deploy_release;dev_mode,,3,128,1,fix(update): detect dev mode and add Update Now button to config page
222,7ccf1335ba753ec53a2e33d722ba83b7d8023685,2026-02-19T15:39:17Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.19.5 [skip ci]
223,c1077824b779d67bf27545e8edf1aeb9ed72b4ff,2026-02-19T12:25:05-05:00,feat,no,worker_state;workers;recovery;settings;deploy_release;ui_ux;testing_quality,recovery;deploy_release,,7,201,29,feat(update): restart server via os.execv after update + fix state detection
224,300ae4f8877688c79a1da0a5bfbfeb679107a2ff,2026-02-19T17:27:18Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.2.19.6 [skip ci]
225,92b40518ca2282fa4c3eedea2032a3b0c30f1270,2026-02-19T12:58:14-05:00,fix,no,deploy_release,deploy_release,,1,18,8,fix(update): tolerate already-uninstalled tool and prevent subprocess hangs
